"Name"	"FC"	"PValue"	"Marker"
"2402"	"ID2402"	0.495176	0.377828	0
"2403"	"ID2403"	0.105203	0.410578	0
"2404"	"ID2404"	3.233968	0.145674	0
"2405"	"ID2405"	3.130643	0.006289	0
"2406"	"ID2406"	1.831411	0.003146	0
"2407"	"ID2407"	0.105734	0.233919	0
"2408"	"ID2408"	7.081631	0.206224	0
"2409"	"ID2409"	2.417808	0.019436	0
"2410"	"ID2410"	1.771021	0.200343	0
"2411"	"ID2411"	0.76615	0.632334	0
"2412"	"ID2412"	1.218492	0.720018	0
"2413"	"ID2413"	1.537983	0.128974	0
"2414"	"ID2414"	1.805307	0.360702	0
"2415"	"ID2415"	1.327882	0.735482	0
"2416"	"ID2416"	1.99817	0.002289	0
"2417"	"ID2417"	3.644765	0.004066	0
"2418"	"ID2418"	1.038292	0.976695	0
"2419"	"ID2419"	1.135208	0.743493	0
"2420"	"ID2420"	3.976367	0.001775	0
"2421"	"ID2421"	0.758616	0.574452	0
"2422"	"ID2422"	0.097074	0.002821	0
"2423"	"ID2423"	3.104458	0.34698	0
"2424"	"ID2424"	1.217883	0.58149	0
"2425"	"ID2425"	7.13721	0.003638	0
"2426"	"ID2426"	0.2497	0.003889	0
"2427"	"ID2427"	0.821801	0.617568	0
"2428"	"ID2428"	0.489081	0.327094	0
"2429"	"ID2429"	0.585115	0.071334	0
"2430"	"ID2430"	3.34172	0.014411	0
"2431"	"ID2431"	0.720846	0.514711	0
"2432"	"ID2432"	1.635138	0.014836	0
"2433"	"ID2433"	0.884591	0.210138	0
"2434"	"ID2434"	2.193523	0.004481	0
"2435"	"ID2435"	0.107142	0.000352	0
"2436"	"ID2436"	2.351979	0.068881	0
"2437"	"ID2437"	0.723623	0.159624	0
"2438"	"ID2438"	0.707901	0.512801	0
"2439"	"ID2439"	0.829992	0.681489	0
"2440"	"ID2440"	1.739635	0.331453	0
"2441"	"ID2441"	0.737871	0.415468	0
"2442"	"ID2442"	0.175383	0.008104	0
"2443"	"ID2443"	0.146254	0.258401	0
"2444"	"ID2444"	1.535732	0.242002	0
"2445"	"ID2445"	1.275443	0.002078	0
"2446"	"ID2446"	1.29956	0.693648	0
"2447"	"ID2447"	0.70346	0.188656	0
"2448"	"ID2448"	2.048657	0.058045	0
"2449"	"ID2449"	2.084265	0.143926	0
"2450"	"ID2450"	1.322746	0.352828	0
"2451"	"ID2451"	0.591016	0.437696	0
"2452"	"ID2452"	1.132404	0.638282	0
"2453"	"ID2453"	1.187699	0.661331	0
"2454"	"ID2454"	0.096909	8e-06	0
"2455"	"ID2455"	1.7122	0.077951	0
"2456"	"ID2456"	0.956992	0.859158	0
"2457"	"ID2457"	0.150226	0.000424	0
"2458"	"ID2458"	0.831715	0.335774	0
"2459"	"ID2459"	0.567775	0.419291	0
"2460"	"ID2460"	2.353349	0.120783	0
"2461"	"ID2461"	0.966635	0.746356	0
"2462"	"ID2462"	0.876971	0.777661	0
"2463"	"ID2463"	1.124242	0.618353	0
"2464"	"ID2464"	1.545509	0.17525	0
"2465"	"ID2465"	0.662861	0.437036	0
"2466"	"ID2466"	3.077392	0.005567	0
"2467"	"ID2467"	1.148656	0.721692	0
"2468"	"ID2468"	0.179594	0.000102	0
"2469"	"ID2469"	1.020452	0.88365	0
"2470"	"ID2470"	0.567573	0.03245	0
"2471"	"ID2471"	0.075746	0.003921	0
"2472"	"ID2472"	2.199115	0.009367	0
"2473"	"ID2473"	2.393022	0.196899	0
"2474"	"ID2474"	30.215621	0.003208	0
"2475"	"ID2475"	1.782251	0.036161	0
"2476"	"ID2476"	0.689201	0.03437	0
"2477"	"ID2477"	0.64369	4e-04	0
"2478"	"ID2478"	1.217569	0.017501	0
"2479"	"ID2479"	1.511799	0.418505	0
"2480"	"ID2480"	3.51728	0.083229	0
"2481"	"ID2481"	0.38543	0.013268	0
"2482"	"ID2482"	4.525448	0.001338	0
"2483"	"ID2483"	0.841713	0.808289	0
"2484"	"ID2484"	1.392372	0.201569	0
"2485"	"ID2485"	3.421522	0.002142	0
"2486"	"ID2486"	0.743787	0.323899	0
"2487"	"ID2487"	0.596517	0.222778	0
"2488"	"ID2488"	0.843529	0.314309	0
"2489"	"ID2489"	0.081176	1.6e-05	0
"2490"	"ID2490"	4.515727	0.000282	0
"2491"	"ID2491"	1.153824	0.811248	0
"2492"	"ID2492"	5.493337	0.000623	0
"2493"	"ID2493"	2.661294	5.1e-05	0
"2494"	"ID2494"	1.019455	0.96412	0
"2495"	"ID2495"	2.00883	0.031263	0
"2496"	"ID2496"	1.977406	0.062986	0
"2497"	"ID2497"	2.306415	0.040896	0
"2498"	"ID2498"	1.064215	0.810015	0
"2499"	"ID2499"	4.924198	0.013983	0
"2500"	"ID2500"	3.774405	5e-06	0
"2501"	"ID2501"	0.32948	0.194548	0
"2502"	"ID2502"	0.523569	0.441185	0
"2503"	"ID2503"	8.422665	0.004768	0
"2504"	"ID2504"	0.742881	0.423017	0
"2505"	"ID2505"	0.525987	0.404726	0
"2506"	"ID2506"	5.73893	2.7e-05	0
"2507"	"ID2507"	1.941632	0.072133	0
"2508"	"ID2508"	1.650738	0.074816	0
"2509"	"ID2509"	1.348886	0.595928	0
"2510"	"ID2510"	0.725579	0.483542	0
"2511"	"ID2511"	1.897193	0.298353	0
"2512"	"ID2512"	1.267443	0.222495	0
"2513"	"ID2513"	1.817984	0.214383	0
"2514"	"ID2514"	1.108798	0.890699	0
"2515"	"ID2515"	0.83565	0.033445	0
"2516"	"ID2516"	0.524371	0.331026	0
"2517"	"ID2517"	1.50966	0.358834	0
"2518"	"ID2518"	0.884322	0.815876	0
"2519"	"ID2519"	1.737122	0.048591	0
"2520"	"ID2520"	0.604643	0.195577	0
"2521"	"ID2521"	1.681246	0.130777	0
"2522"	"ID2522"	0.983948	0.980104	0
"2523"	"ID2523"	1.743092	0.349519	0
"2524"	"ID2524"	0.519194	0.525158	0
"2525"	"ID2525"	1.5553	0.013214	0
"2526"	"ID2526"	1.052307	0.907399	0
"2527"	"ID2527"	4.824586	6.9e-05	0
"2528"	"ID2528"	0.655717	0.452749	0
"2529"	"ID2529"	1.358573	0.589089	0
"2530"	"ID2530"	1.495319	0.28391	0
"2531"	"ID2531"	1.589824	0.280199	0
"2532"	"ID2532"	0.403807	0.071737	0
"2533"	"ID2533"	17.429442	0.017886	0
"2534"	"ID2534"	3.845933	0.076421	0
"2535"	"ID2535"	1.49807	0.424276	0
"2536"	"ID2536"	0.430845	0.100881	0
"2537"	"ID2537"	1.553543	0.141951	0
"2538"	"ID2538"	1.462872	0.603281	0
"2539"	"ID2539"	1.456231	0.102525	0
"2540"	"ID2540"	1.116546	0.449473	0
"2541"	"ID2541"	0.880377	0.642564	0
"2542"	"ID2542"	0.481977	0.000389	0
"2543"	"ID2543"	0.493149	0.004075	0
"2544"	"ID2544"	0.106882	0.011357	0
"2545"	"ID2545"	1.259769	0.709739	0
"2546"	"ID2546"	1.519833	0.592629	0
"2547"	"ID2547"	0.176288	0.066677	0
"2548"	"ID2548"	0.674424	0.390034	0
"2549"	"ID2549"	0.799717	0.390855	0
"2550"	"ID2550"	1.321023	0.463579	0
"2551"	"ID2551"	0.894	0.211605	0
"2552"	"ID2552"	1.677254	0.133863	0
"2553"	"ID2553"	0.311548	0.052102	0
"2554"	"ID2554"	4.175348	1.3e-05	0
"2555"	"ID2555"	0.520972	0.028077	0
"2556"	"ID2556"	0.816718	0.501737	0
"2557"	"ID2557"	0.623697	0.098427	0
"2558"	"ID2558"	1.128833	0.740951	0
"2559"	"ID2559"	1.023947	0.96219	0
"2560"	"ID2560"	1.179443	0.730627	0
"2561"	"ID2561"	0.188279	0.017133	0
"2562"	"ID2562"	1.534941	0.199467	0
"2563"	"ID2563"	2.374456	0.243634	0
"2564"	"ID2564"	2.645025	0.155821	0
"2565"	"ID2565"	0.416867	0.000922	0
"2566"	"ID2566"	2.246901	0.270594	0
"2567"	"ID2567"	0.71634	0.6942	0
"2568"	"ID2568"	0.21907	0.111308	0
"2569"	"ID2569"	0.048216	6.6e-05	0
"2570"	"ID2570"	0.081147	0.095623	0
"2571"	"ID2571"	2.306901	0.448393	0
"2572"	"ID2572"	2.704938	0.217671	0
"2573"	"ID2573"	1.782493	0.058751	0
"2574"	"ID2574"	1.140108	0.446905	0
"2575"	"ID2575"	1.571085	0.67752	0
"2576"	"ID2576"	1.361344	0.559287	0
"2577"	"ID2577"	1.149077	0.768788	0
"2578"	"ID2578"	1.667466	0.125224	0
"2579"	"ID2579"	1.098389	0.471693	0
"2580"	"ID2580"	0.32648	0.015613	0
"2581"	"ID2581"	0.84811	0.027278	0
"2582"	"ID2582"	0.237399	0.211604	0
"2583"	"ID2583"	1.854139	0.147677	0
"2584"	"ID2584"	4.154866	0.074266	0
"2585"	"ID2585"	1.111893	0.847462	0
"2586"	"ID2586"	0.831844	0.829236	0
"2587"	"ID2587"	5.490343	0.035375	0
"2588"	"ID2588"	1.304576	0.395969	0
"2589"	"ID2589"	1.086515	0.663196	0
"2590"	"ID2590"	1.234702	0.095664	0
"2591"	"ID2591"	1.684633	0.073969	0
"2592"	"ID2592"	0.681523	0.508852	0
"2593"	"ID2593"	0.552229	0.005307	0
"2594"	"ID2594"	4.897394	0.181499	0
"2595"	"ID2595"	1.226813	0.074108	0
"2596"	"ID2596"	0.238511	0.000605	0
"2597"	"ID2597"	29.028398	1.1e-05	0
"2598"	"ID2598"	1.431113	0.000125	0
"2599"	"ID2599"	0.104321	0.060189	0
"2600"	"ID2600"	11.30198	0.000311	0
"2601"	"ID2601"	3.046816	0.200485	0
"2602"	"ID2602"	0.658723	0.648788	0
"2603"	"ID2603"	0.141395	0.000599	0
"2604"	"ID2604"	1.967668	0.195221	0
"2605"	"ID2605"	1.195902	0.698545	0
"2606"	"ID2606"	0.87561	0.501048	0
"2607"	"ID2607"	1.232906	0.547218	0
"2608"	"ID2608"	1.259985	0.777686	0
"2609"	"ID2609"	0.23358	0.001181	0
"2610"	"ID2610"	0.616266	0.071539	0
"2611"	"ID2611"	1.442286	0.390656	0
"2612"	"ID2612"	0.772641	0.489216	0
"2613"	"ID2613"	1.772801	0.386684	0
"2614"	"ID2614"	6.323487	0.001121	0
"2615"	"ID2615"	1.182371	0.558025	0
"2616"	"ID2616"	1.557043	0.055683	0
"2617"	"ID2617"	0.699873	0.458282	0
"2618"	"ID2618"	2.110625	2e-05	0
"2619"	"ID2619"	1.600385	0.174748	0
"2620"	"ID2620"	0.621719	0.194668	0
"2621"	"ID2621"	1.299347	0.063755	0
"2622"	"ID2622"	1.003679	0.996122	0
"2623"	"ID2623"	0.658223	0.481078	0
"2624"	"ID2624"	1.558125	0.046647	0
"2625"	"ID2625"	1.064233	0.910537	0
"2626"	"ID2626"	0.559089	0.412691	0
"2627"	"ID2627"	2.171092	0.42022	0
"2628"	"ID2628"	2.117904	0.218926	0
"2629"	"ID2629"	0.208518	0.042782	0
"2630"	"ID2630"	0.513012	0.449842	0
"2631"	"ID2631"	1.86487	0.083843	0
"2632"	"ID2632"	4.951452	0.008557	0
"2633"	"ID2633"	0.074135	3e-06	0
"2634"	"ID2634"	0.899682	0.098262	0
"2635"	"ID2635"	2.29883	0.329249	0
"2636"	"ID2636"	21.984005	0.00027	0
"2637"	"ID2637"	0.261565	0.001549	0
"2638"	"ID2638"	0.706996	0.475268	0
"2639"	"ID2639"	0.489847	0.181373	0
"2640"	"ID2640"	1.35555	0.001059	0
"2641"	"ID2641"	0.9088	0.770303	0
"2642"	"ID2642"	0.47252	0.067354	0
"2643"	"ID2643"	1.390578	0.167933	0
"2644"	"ID2644"	1.356913	0.000998	0
"2645"	"ID2645"	1.3815	0.035464	0
"2646"	"ID2646"	2.383207	0.282819	0
"2647"	"ID2647"	0.57526	0.014663	0
"2648"	"ID2648"	4.15653	0.319756	0
"2649"	"ID2649"	2.067604	0.00052	0
"2650"	"ID2650"	1.000185	0.999716	0
"2651"	"ID2651"	0.278045	0.021813	0
"2652"	"ID2652"	3.897797	0.007365	0
"2653"	"ID2653"	0.282402	0.000811	0
"2654"	"ID2654"	1.028648	0.910782	0
"2655"	"ID2655"	1.248143	0.21671	0
"2656"	"ID2656"	2.859297	0.000734	0
"2657"	"ID2657"	0.237572	0.170916	0
"2658"	"ID2658"	5.9309	0.009099	0
"2659"	"ID2659"	1.259461	0.062133	0
"2660"	"ID2660"	0.755006	0.67915	0
"2661"	"ID2661"	0.629707	0.426078	0
"2662"	"ID2662"	2.983327	0.401508	0
"2663"	"ID2663"	6.497058	0.000916	0
"2664"	"ID2664"	1.213444	0.716516	0
"2665"	"ID2665"	0.858733	0.485392	0
"2666"	"ID2666"	0.672826	0.400703	0
"2667"	"ID2667"	2.658117	0.004198	0
"2668"	"ID2668"	7.274579	0.010272	0
"2669"	"ID2669"	0.77783	0.757374	0
"2670"	"ID2670"	1.566756	0.608267	0
"2671"	"ID2671"	2.454211	0.451724	0
"2672"	"ID2672"	0.775862	0.595301	0
"2673"	"ID2673"	0.813903	0.569344	0
"2674"	"ID2674"	1.980939	0.272772	0
"2675"	"ID2675"	0.269279	0.03385	0
"2676"	"ID2676"	0.464418	0.072763	0
"2677"	"ID2677"	0.908473	0.833372	0
"2678"	"ID2678"	12.205523	0.001425	0
"2679"	"ID2679"	1.285696	0.327604	0
"2680"	"ID2680"	1.845688	0.425916	0
"2681"	"ID2681"	1.252932	0.644069	0
"2682"	"ID2682"	0.59684	0.124174	0
"2683"	"ID2683"	1.547128	0.49784	0
"2684"	"ID2684"	1.525067	0.407547	0
"2685"	"ID2685"	0.386272	0.049385	0
"2686"	"ID2686"	7.763668	0.000174	0
"2687"	"ID2687"	1.365351	0.735532	0
"2688"	"ID2688"	4.886667	0.176605	0
"2689"	"ID2689"	0.997131	0.994984	0
"2690"	"ID2690"	0.335892	0.086201	0
"2691"	"ID2691"	2.379325	0.044581	0
"2692"	"ID2692"	1.202966	0.863983	0
"2693"	"ID2693"	0.603028	0.243598	0
"2694"	"ID2694"	0.306329	0.03026	0
"2695"	"ID2695"	3.819775	4e-05	0
"2696"	"ID2696"	1.051858	0.863154	0
"2697"	"ID2697"	0.117888	0.001724	0
"2698"	"ID2698"	0.579071	0.012463	0
"2699"	"ID2699"	0.75902	0.296541	0
"2700"	"ID2700"	0.612529	0.498691	0
"2701"	"ID2701"	2.03419	0.174046	0
"2702"	"ID2702"	0.375129	0.039918	0
"2703"	"ID2703"	0.667176	0.614834	0
"2704"	"ID2704"	1.617015	0.04682	0
"2705"	"ID2705"	0.995151	0.990688	0
"2706"	"ID2706"	0.621709	0.282873	0
"2707"	"ID2707"	0.762439	0.579849	0
"2708"	"ID2708"	1.249402	0.519206	0
"2709"	"ID2709"	2.457345	0.024022	0
"2710"	"ID2710"	1.173357	0.664726	0
"2711"	"ID2711"	0.227121	0.31298	0
"2712"	"ID2712"	0.580247	0.017401	0
"2713"	"ID2713"	0.229969	0.004109	0
"2714"	"ID2714"	1.49917	0.454413	0
"2715"	"ID2715"	1.322981	0.583917	0
"2716"	"ID2716"	3.63261	1e-06	0
"2717"	"ID2717"	1.249277	0.163715	0
"2718"	"ID2718"	0.64258	0.518977	0
"2719"	"ID2719"	1.123318	0.840815	0
"2720"	"ID2720"	0.136068	0.000736	0
"2721"	"ID2721"	1.081816	0.264742	0
"2722"	"ID2722"	0.59158	0.465005	0
"2723"	"ID2723"	0.807914	0.589576	0
"2724"	"ID2724"	0.783557	0.624865	0
"2725"	"ID2725"	0.035238	0.15788	0
"2726"	"ID2726"	1.823613	0.216946	0
"2727"	"ID2727"	1.513666	0.030645	0
"2728"	"ID2728"	0.736901	0.188439	0
"2729"	"ID2729"	0.245484	0.002246	0
"2730"	"ID2730"	0.462642	0.092995	0
"2731"	"ID2731"	0.52864	0.076797	0
"2732"	"ID2732"	0.556653	0.033941	0
"2733"	"ID2733"	2.180769	0.001224	0
"2734"	"ID2734"	0.586031	0.545751	0
"2735"	"ID2735"	2.801286	4e-06	0
"2736"	"ID2736"	0.959533	0.834472	0
"2737"	"ID2737"	0.936492	0.708768	0
"2738"	"ID2738"	1.684168	0.262884	0
"2739"	"ID2739"	0.245362	0.055421	0
"2740"	"ID2740"	0.963153	0.91419	0
"2741"	"ID2741"	1.667933	0.548911	0
"2742"	"ID2742"	0.462344	0.247728	0
"2743"	"ID2743"	2.279366	0.136311	0
"2744"	"ID2744"	2.147615	0.00021	0
"2745"	"ID2745"	12.470897	0.004544	0
"2746"	"ID2746"	1.00815	0.921895	0
"2747"	"ID2747"	2.513637	0.005731	0
"2748"	"ID2748"	4.679016	0.020872	0
"2749"	"ID2749"	0.326929	0.112172	0
"2750"	"ID2750"	0.492655	0.481272	0
"2751"	"ID2751"	0.960897	0.932388	0
"2752"	"ID2752"	45.918753	0.000125	0
"2753"	"ID2753"	0.475925	0.262561	0
"2754"	"ID2754"	1.72535	0.027317	0
"2755"	"ID2755"	0.78704	0.661991	0
"2756"	"ID2756"	0.12791	0.119411	0
"2757"	"ID2757"	0.651282	0.408735	0
"2758"	"ID2758"	2.045619	0.408604	0
"2759"	"ID2759"	0.479194	0.037819	0
"2760"	"ID2760"	2.664949	0.129059	0
"2761"	"ID2761"	0.652558	0.208799	0
"2762"	"ID2762"	0.549343	0.57011	0
"2763"	"ID2763"	0.336627	0.31344	0
"2764"	"ID2764"	5.715416	0.002085	0
"2765"	"ID2765"	0.759189	0.543326	0
"2766"	"ID2766"	0.893968	0.634332	0
"2767"	"ID2767"	0.89733	0.557756	0
"2768"	"ID2768"	5.412033	0.038946	0
"2769"	"ID2769"	1.362921	0.022563	0
"2770"	"ID2770"	3.706927	0.001497	0
"2771"	"ID2771"	0.129037	0.004987	0
"2772"	"ID2772"	1.343648	0.455604	0
"2773"	"ID2773"	1.395722	0.001195	0
"2774"	"ID2774"	5.319601	0.00417	0
"2775"	"ID2775"	0.098389	0.149036	0
"2776"	"ID2776"	1.504696	0.371665	0
"2777"	"ID2777"	2.455837	0.188188	0
"2778"	"ID2778"	0.953239	0.936825	0
"2779"	"ID2779"	2.482545	0.045793	0
"2780"	"ID2780"	0.259822	0.012678	0
"2781"	"ID2781"	0.891105	0.834552	0
"2782"	"ID2782"	4.229217	0.209957	0
"2783"	"ID2783"	3.605195	0.063741	0
"2784"	"ID2784"	0.606002	0.254826	0
"2785"	"ID2785"	0.395046	0.009017	0
"2786"	"ID2786"	1.332825	0.617964	0
"2787"	"ID2787"	0.357606	0.216596	0
"2788"	"ID2788"	1.751162	0.010425	0
"2789"	"ID2789"	0.756969	0.409655	0
"2790"	"ID2790"	2.005446	0.145267	0
"2791"	"ID2791"	1.152736	0.024771	0
"2792"	"ID2792"	1.958656	0.104325	0
"2793"	"ID2793"	0.571554	0.006376	0
"2794"	"ID2794"	0.216786	0.006912	0
"2795"	"ID2795"	0.313107	0.103968	0
"2796"	"ID2796"	1.644823	0.247947	0
"2797"	"ID2797"	0.953343	0.916699	0
"2798"	"ID2798"	3.601977	0.052617	0
"2799"	"ID2799"	1.747771	0.036545	0
"2800"	"ID2800"	1.155396	0.391201	0
"2801"	"ID2801"	0.336263	0.025188	0
"2802"	"ID2802"	1.087169	0.90644	0
"2803"	"ID2803"	0.32165	0.005792	0
"2804"	"ID2804"	1.136546	0.793013	0
"2805"	"ID2805"	3.223374	0.000999	0
"2806"	"ID2806"	1.36056	0.409733	0
"2807"	"ID2807"	0.470228	0.402152	0
"2808"	"ID2808"	0.766938	0.209477	0
"2809"	"ID2809"	0.137687	0.001374	0
"2810"	"ID2810"	2.107792	0.194425	0
"2811"	"ID2811"	0.999146	0.997338	0
"2812"	"ID2812"	2.206064	0.113908	0
"2813"	"ID2813"	0.890407	0.648228	0
"2814"	"ID2814"	0.524826	0.308776	0
"2815"	"ID2815"	1.6691	0.210573	0
"2816"	"ID2816"	0.032471	3.1e-05	0
"2817"	"ID2817"	1.81102	0.245877	0
"2818"	"ID2818"	1.119651	0.836817	0
"2819"	"ID2819"	0.325828	0.004934	0
"2820"	"ID2820"	0.779699	0.109331	0
"2821"	"ID2821"	2.69276	0.00226	0
"2822"	"ID2822"	0.427871	0.183191	0
"2823"	"ID2823"	1.136678	0.607584	0
"2824"	"ID2824"	1.048599	0.56085	0
"2825"	"ID2825"	1.707049	0.027503	0
"2826"	"ID2826"	0.776242	0.610311	0
"2827"	"ID2827"	2.029021	0.479653	0
"2828"	"ID2828"	1.876747	0.034759	0
"2829"	"ID2829"	0.731425	0.279266	0
"2830"	"ID2830"	15.381769	0.000284	0
"2831"	"ID2831"	0.171224	0.000816	0
"2832"	"ID2832"	0.946961	0.950673	0
"2833"	"ID2833"	1.362384	0.19846	0
"2834"	"ID2834"	0.06492	0.000331	0
"2835"	"ID2835"	0.962307	0.894719	0
"2836"	"ID2836"	1.452301	0.770697	0
"2837"	"ID2837"	1.483276	0.481476	0
"2838"	"ID2838"	1.002495	0.987151	0
"2839"	"ID2839"	0.711718	0.01024	0
"2840"	"ID2840"	0.239488	0.036623	0
"2841"	"ID2841"	1.48718	0.50675	0
"2842"	"ID2842"	5.826356	0.004319	0
"2843"	"ID2843"	2.301199	0.185207	0
"2844"	"ID2844"	1.162323	0.249658	0
"2845"	"ID2845"	0.799236	0.591258	0
"2846"	"ID2846"	1.439498	0.318943	0
"2847"	"ID2847"	3.013688	0.340989	0
"2848"	"ID2848"	0.502095	0.268161	0
"2849"	"ID2849"	1.703382	0.03065	0
"2850"	"ID2850"	1.369923	0.038519	0
"2851"	"ID2851"	3.200747	0.006519	0
"2852"	"ID2852"	1.056255	0.895045	0
"2853"	"ID2853"	0.648841	0.165529	0
"2854"	"ID2854"	0.511154	0.276045	0
"2855"	"ID2855"	0.736723	0.402396	0
"2856"	"ID2856"	0.955764	0.58222	0
"2857"	"ID2857"	2.60719	0.066522	0
"2858"	"ID2858"	0.922931	0.417339	0
"2859"	"ID2859"	3.874555	0.162661	0
"2860"	"ID2860"	1.568875	0.461493	0
"2861"	"ID2861"	4.156831	0.000726	0
"2862"	"ID2862"	1.622109	0.200605	0
"2863"	"ID2863"	0.544609	0.18821	0
"2864"	"ID2864"	1.628218	0.183466	0
"2865"	"ID2865"	2.736289	0.354646	0
"2866"	"ID2866"	0.490715	0.23032	0
"2867"	"ID2867"	1.053621	0.920765	0
"2868"	"ID2868"	0.262155	0.003441	0
"2869"	"ID2869"	0.612592	0.263211	0
"2870"	"ID2870"	0.856671	0.782733	0
"2871"	"ID2871"	0.774367	0.04314	0
"2872"	"ID2872"	1.036004	0.861581	0
"2873"	"ID2873"	0.799183	0.74031	0
"2874"	"ID2874"	1.840306	0.169147	0
"2875"	"ID2875"	2.150532	0.039927	0
"2876"	"ID2876"	2.235807	0.084629	0
"2877"	"ID2877"	1.805096	0.151823	0
"2878"	"ID2878"	1.430496	0.234684	0
"2879"	"ID2879"	1.006136	0.987455	0
"2880"	"ID2880"	1.535274	0.644753	0
"2881"	"ID2881"	0.767394	0.665846	0
"2882"	"ID2882"	0.825531	0.644033	0
"2883"	"ID2883"	2.023548	0.00796	0
"2884"	"ID2884"	0.668721	0.188649	0
"2885"	"ID2885"	0.594691	0.218721	0
"2886"	"ID2886"	0.307384	0.465901	0
"2887"	"ID2887"	1.386099	0.527594	0
"2888"	"ID2888"	0.793756	0.165197	0
"2889"	"ID2889"	1.062417	0.917257	0
"2890"	"ID2890"	0.92154	0.300335	0
"2891"	"ID2891"	1.927509	0.104377	0
"2892"	"ID2892"	0.010489	1.4e-05	0
"2893"	"ID2893"	0.922727	0.745705	0
"2894"	"ID2894"	2.715787	0.29398	0
"2895"	"ID2895"	0.971154	0.966383	0
"2896"	"ID2896"	7.832399	0.00079	0
"2897"	"ID2897"	1.893706	0.211499	0
"2898"	"ID2898"	0.73863	0.008326	0
"2899"	"ID2899"	2.334454	0.003554	0
"2900"	"ID2900"	0.156158	2.1e-05	0
"2901"	"ID2901"	2.441667	0.050569	0
"2902"	"ID2902"	1.120996	0.001279	0
"2903"	"ID2903"	1.365424	0.454545	0
"2904"	"ID2904"	0.176359	0.117521	0
"2905"	"ID2905"	0.947029	0.87197	0
"2906"	"ID2906"	0.662765	0.642924	0
"2907"	"ID2907"	0.518532	0.006667	0
"2908"	"ID2908"	1.119293	0.730915	0
"2909"	"ID2909"	3.457715	0.001462	0
"2910"	"ID2910"	4.516861	0.006791	0
"2911"	"ID2911"	1.674917	0.424213	0
"2912"	"ID2912"	0.720023	0.420374	0
"2913"	"ID2913"	0.426284	0.177991	0
"2914"	"ID2914"	0.893956	0.843683	0
"2915"	"ID2915"	3.701502	0.342463	0
"2916"	"ID2916"	1.254529	0.567077	0
"2917"	"ID2917"	1.069916	0.507798	0
"2918"	"ID2918"	1.114722	0.726859	0
"2919"	"ID2919"	0.897113	0.781907	0
"2920"	"ID2920"	2.403094	0.269101	0
"2921"	"ID2921"	3.130146	0.002523	0
"2922"	"ID2922"	1.400402	0.314681	0
"2923"	"ID2923"	0.929974	0.165459	0
"2924"	"ID2924"	0.605827	0.000218	0
"2925"	"ID2925"	1.51732	0.520603	0
"2926"	"ID2926"	3.393745	0.16008	0
"2927"	"ID2927"	0.815466	0.812357	0
"2928"	"ID2928"	0.775866	0.077508	0
"2929"	"ID2929"	5.362388	0.000584	0
"2930"	"ID2930"	1.306249	0.011311	0
"2931"	"ID2931"	1.09145	0.488985	0
"2932"	"ID2932"	0.80205	0.733222	0
"2933"	"ID2933"	0.493145	0.036014	0
"2934"	"ID2934"	1.626566	0.510592	0
"2935"	"ID2935"	1.573006	0.001958	0
"2936"	"ID2936"	4.656294	0.182442	0
"2937"	"ID2937"	6.83184	0.063436	0
"2938"	"ID2938"	2.033524	0.14435	0
"2939"	"ID2939"	1.215841	0.237801	0
"2940"	"ID2940"	2.717289	0.001013	0
"2941"	"ID2941"	2.36109	0.03131	0
"2942"	"ID2942"	0.961138	0.932157	0
"2943"	"ID2943"	1.228955	0.312631	0
"2944"	"ID2944"	0.432357	0.000545	0
"2945"	"ID2945"	0.729187	0.068576	0
"2946"	"ID2946"	0.875644	0.541533	0
"2947"	"ID2947"	3.955575	0.26626	0
"2948"	"ID2948"	1.331219	0.346152	0
"2949"	"ID2949"	0.458919	0.256927	0
"2950"	"ID2950"	0.566961	0.054496	0
"2951"	"ID2951"	0.499922	0.48016	0
"2952"	"ID2952"	2.284721	0.299507	0
"2953"	"ID2953"	1.174461	0.568609	0
"2954"	"ID2954"	2.157805	0.115755	0
"2955"	"ID2955"	3.6255	0.008915	0
"2956"	"ID2956"	0.799763	0.705473	0
"2957"	"ID2957"	2.353506	0.042616	0
"2958"	"ID2958"	9.986359	0.001685	0
"2959"	"ID2959"	1.64898	0.084043	0
"2960"	"ID2960"	0.802003	0.7118	0
"2961"	"ID2961"	0.709054	0.216886	0
"2962"	"ID2962"	1.431193	0.596027	0
"2963"	"ID2963"	0.392643	0.425237	0
"2964"	"ID2964"	2.205583	0.421321	0
"2965"	"ID2965"	0.582693	0.027546	0
"2966"	"ID2966"	0.020114	0.002514	0
"2967"	"ID2967"	1.977745	0.143259	0
"2968"	"ID2968"	1.257213	0.6711	0
"2969"	"ID2969"	0.606926	0.126251	0
"2970"	"ID2970"	1.156639	0.017935	0
"2971"	"ID2971"	1.227892	0.372505	0
"2972"	"ID2972"	0.519311	0.418739	0
"2973"	"ID2973"	1.032704	0.849668	0
"2974"	"ID2974"	1.156368	0.667969	0
"2975"	"ID2975"	1.129886	0.692063	0
"2976"	"ID2976"	0.330536	0.000156	0
"2977"	"ID2977"	0.764544	0.30763	0
"2978"	"ID2978"	1.283755	0.423705	0
"2979"	"ID2979"	2.051346	0.003557	0
"2980"	"ID2980"	1.011563	0.979876	0
"2981"	"ID2981"	0.027724	0.000505	0
"2982"	"ID2982"	0.996502	0.969989	0
