"Name"	"FC"	"PValue"	"Marker"
"1241"	"ID1241"	1.241788	0.063877	0
"1242"	"ID1242"	0.515911	0.002261	0
"1243"	"ID1243"	6.061664	0.095685	0
"1244"	"ID1244"	0.572331	0.019711	0
"1245"	"ID1245"	1.411431	0.571337	0
"1246"	"ID1246"	0.763566	0.001647	0
"1247"	"ID1247"	5.451526	1.3e-05	0
"1248"	"ID1248"	2.381717	0.078706	0
"1249"	"ID1249"	4.116894	0.455682	0
"1250"	"ID1250"	0.712363	0.000203	0
"1251"	"ID1251"	0.299379	8.9e-05	0
"1252"	"ID1252"	3.283577	9e-05	0
"1253"	"ID1253"	1.13275	0.745917	0
"1254"	"ID1254"	0.495086	0.000361	0
"1255"	"ID1255"	5.819749	0.000772	0
"1256"	"ID1256"	1.181643	0.840102	0
"1257"	"ID1257"	0.482535	0.193104	0
"1258"	"ID1258"	0.180244	0	0
"1259"	"ID1259"	1.462462	0.000773	0
"1260"	"ID1260"	0.535703	7e-06	0
"1261"	"ID1261"	3.860541	0.2053	0
"1262"	"ID1262"	1.40963	0.315353	0
"1263"	"ID1263"	1.139974	0.360407	0
"1264"	"ID1264"	1.367382	0.002526	0
"1265"	"ID1265"	35.329597	0.059898	0
"1266"	"ID1266"	0.82778	0.707905	0
"1267"	"ID1267"	0.738201	0.003318	0
"1268"	"ID1268"	2.232656	0.042665	0
"1269"	"ID1269"	1.800414	0.005577	0
"1270"	"ID1270"	3.703524	0.0056	0
"1271"	"ID1271"	10.139123	0.005741	0
"1272"	"ID1272"	0.548729	0.200155	0
"1273"	"ID1273"	2.304568	8.6e-05	0
"1274"	"ID1274"	3.312298	0.005223	0
"1275"	"ID1275"	1.259657	0.678777	0
"1276"	"ID1276"	1.057616	0.483167	0
"1277"	"ID1277"	2.045457	0.000778	0
"1278"	"ID1278"	2.259873	0.131857	0
"1279"	"ID1279"	1.155479	0.672754	0
"1280"	"ID1280"	1.718695	0.020712	0
"1281"	"ID1281"	0.363108	1e-06	0
"1282"	"ID1282"	0.701941	0.35267	0
"1283"	"ID1283"	0.655126	0.424107	0
"1284"	"ID1284"	0.93993	0.414114	0
"1285"	"ID1285"	1.527786	0.011299	0
"1286"	"ID1286"	4.800135	0.196711	0
"1287"	"ID1287"	0.477582	0.248198	0
"1288"	"ID1288"	0.585403	0.010072	0
"1289"	"ID1289"	1.536544	0.155708	0
"1290"	"ID1290"	0.59952	0.592295	0
"1291"	"ID1291"	5.821697	0.003562	0
"1292"	"ID1292"	0.53434	0.008479	0
"1293"	"ID1293"	11.468752	0.000169	0
"1294"	"ID1294"	3.21775	0.01565	0
"1295"	"ID1295"	8.1089	0.001294	0
"1296"	"ID1296"	6.955499	0.000528	0
"1297"	"ID1297"	0.431123	0.294789	0
"1298"	"ID1298"	0.229783	0.001964	0
"1299"	"ID1299"	18.289471	0.000352	0
"1300"	"ID1300"	1.445343	0.323257	0
"1301"	"ID1301"	3.05585	0.057025	0
"1302"	"ID1302"	1.001683	0.997219	0
"1303"	"ID1303"	0.060036	5.3e-05	0
"1304"	"ID1304"	0.485353	0.059692	0
"1305"	"ID1305"	5.477667	0.081758	0
"1306"	"ID1306"	2.866884	0.061519	0
"1307"	"ID1307"	6.233126	0.001203	0
"1308"	"ID1308"	1.675408	0.204462	0
"1309"	"ID1309"	0.069773	0.000129	0
"1310"	"ID1310"	1.454931	0.586156	0
"1311"	"ID1311"	1.319033	0.629474	0
"1312"	"ID1312"	0.483664	2.9e-05	0
"1313"	"ID1313"	3.627906	0.164008	0
"1314"	"ID1314"	1.41486	0.058796	0
"1315"	"ID1315"	0.276862	9.5e-05	0
"1316"	"ID1316"	2.028753	0.203488	0
"1317"	"ID1317"	1.269083	0.260189	0
"1318"	"ID1318"	0.924351	0.78511	0
"1319"	"ID1319"	1.929068	0.0134	0
"1320"	"ID1320"	0.640779	0.424629	0
"1321"	"ID1321"	0.236773	0.00591	0
"1322"	"ID1322"	1.022334	0.952778	0
"1323"	"ID1323"	1.407292	0.560101	0
"1324"	"ID1324"	0.769809	0.259624	0
"1325"	"ID1325"	1.468678	0.347877	0
"1326"	"ID1326"	6.515263	0.087002	0
"1327"	"ID1327"	1.825597	0.505076	0
"1328"	"ID1328"	1.270395	0.46509	0
"1329"	"ID1329"	1.595897	0.022921	0
"1330"	"ID1330"	0.266234	2.7e-05	0
"1331"	"ID1331"	0.765681	0.739814	0
"1332"	"ID1332"	0.644636	0.000173	0
"1333"	"ID1333"	0.380961	0.012963	0
"1334"	"ID1334"	1.903789	0.021117	0
"1335"	"ID1335"	1.382082	0.346885	0
"1336"	"ID1336"	1.363408	0.402327	0
"1337"	"ID1337"	0.130254	0.217994	0
"1338"	"ID1338"	0.347189	0.479495	0
"1339"	"ID1339"	0.187066	0.009877	0
"1340"	"ID1340"	1.190957	0.657041	0
"1341"	"ID1341"	2.671084	0.165201	0
"1342"	"ID1342"	1.725333	0.059916	0
"1343"	"ID1343"	0.851666	0.400904	0
"1344"	"ID1344"	0.880773	0.691831	0
"1345"	"ID1345"	1.292054	0.005071	0
"1346"	"ID1346"	6.464303	0.16842	0
"1347"	"ID1347"	2.14358	0.337799	0
"1348"	"ID1348"	1.292278	0.001358	0
"1349"	"ID1349"	1.058077	0.176283	0
"1350"	"ID1350"	1.188533	0.007515	0
"1351"	"ID1351"	1.050877	0.639472	0
"1352"	"ID1352"	1.109662	0.241951	0
"1353"	"ID1353"	1.49679	0.02422	0
"1354"	"ID1354"	1.127087	0.062932	0
"1355"	"ID1355"	0.785657	0.255938	0
"1356"	"ID1356"	7.25387	0.011304	0
"1357"	"ID1357"	12.69385	0.003834	0
"1358"	"ID1358"	1.551601	0.079725	0
"1359"	"ID1359"	4.041055	2.4e-05	0
"1360"	"ID1360"	3.186562	9e-06	0
"1361"	"ID1361"	0.928186	0.866365	0
"1362"	"ID1362"	0.688176	0.013179	0
"1363"	"ID1363"	1.495612	0.022901	0
"1364"	"ID1364"	1.665403	0.001912	0
"1365"	"ID1365"	1.605846	0.396697	0
"1366"	"ID1366"	0.819483	0.719375	0
"1367"	"ID1367"	6.945394	0.000272	0
"1368"	"ID1368"	1.247196	0.069887	0
"1369"	"ID1369"	0.931694	0.892788	0
"1370"	"ID1370"	0.626759	0.001302	0
"1371"	"ID1371"	1.01037	0.923273	0
"1372"	"ID1372"	0.904938	0.351597	0
"1373"	"ID1373"	1.375687	0.504284	0
"1374"	"ID1374"	1.117741	0.319406	0
"1375"	"ID1375"	3.602522	0.006802	0
"1376"	"ID1376"	3.059369	3.3e-05	0
"1377"	"ID1377"	0.436623	3.3e-05	0
"1378"	"ID1378"	4.805185	0.308062	0
"1379"	"ID1379"	1.867408	0.00023	0
"1380"	"ID1380"	1.85862	0.023522	0
"1381"	"ID1381"	1.773132	0.036701	0
"1382"	"ID1382"	0.772986	0.61881	0
"1383"	"ID1383"	2.231635	0.001287	0
"1384"	"ID1384"	1.018526	0.75711	0
"1385"	"ID1385"	2.015053	0.189384	0
"1386"	"ID1386"	3.302328	0.12566	0
"1387"	"ID1387"	8.376098	0.087342	0
"1388"	"ID1388"	1.23693	0.210974	0
"1389"	"ID1389"	0.262881	0.020878	0
"1390"	"ID1390"	1.827591	0.007859	0
"1391"	"ID1391"	1.223879	0.656984	0
"1392"	"ID1392"	4.431397	0.128364	0
"1393"	"ID1393"	0.265357	9.9e-05	0
"1394"	"ID1394"	0.841169	0.597265	0
"1395"	"ID1395"	1.20293	0.188882	0
"1396"	"ID1396"	1.375468	0.115761	0
"1397"	"ID1397"	2.532421	0.000705	0
"1398"	"ID1398"	1.554105	0.275344	0
"1399"	"ID1399"	1.24442	0.803718	0
"1400"	"ID1400"	0.882299	0.03125	0
"1401"	"ID1401"	2.088803	0.407666	0
"1402"	"ID1402"	1.554296	0.376601	0
"1403"	"ID1403"	0.938918	0.895934	0
"1404"	"ID1404"	2.277172	0.000197	0
"1405"	"ID1405"	0.466225	0.041411	0
"1406"	"ID1406"	0.417836	3e-05	0
"1407"	"ID1407"	1.100917	0.474131	0
"1408"	"ID1408"	6.118926	0.011944	0
"1409"	"ID1409"	0.311364	0.01667	0
"1410"	"ID1410"	1.037554	0.905112	0
"1411"	"ID1411"	0.642923	0.257918	0
"1412"	"ID1412"	0.212844	0.101749	0
"1413"	"ID1413"	0.182706	3.6e-05	0
"1414"	"ID1414"	1.778989	0.298137	0
"1415"	"ID1415"	0.437896	0.098683	0
"1416"	"ID1416"	0.885359	0.721704	0
"1417"	"ID1417"	0.965738	0.952692	0
"1418"	"ID1418"	2.438066	0.039123	0
"1419"	"ID1419"	2.027026	0.083268	0
"1420"	"ID1420"	0.792749	0.221597	0
"1421"	"ID1421"	0.334907	0.002485	0
"1422"	"ID1422"	0.826322	0.01182	0
"1423"	"ID1423"	3.381394	0.042883	0
"1424"	"ID1424"	1.124922	0.014909	0
"1425"	"ID1425"	1.686141	0.248813	0
"1426"	"ID1426"	1.375503	0.102543	0
"1427"	"ID1427"	1.856677	0.047957	0
"1428"	"ID1428"	299.722004	4e-06	0
"1429"	"ID1429"	1.749147	0.066741	0
"1430"	"ID1430"	3.016788	0.038521	0
"1431"	"ID1431"	0.241604	0.048128	0
"1432"	"ID1432"	1.280261	0.518454	0
"1433"	"ID1433"	0.047321	0.000829	0
"1434"	"ID1434"	2.005153	0.173382	0
"1435"	"ID1435"	0.356958	0.100244	0
"1436"	"ID1436"	1.134543	0.432391	0
"1437"	"ID1437"	0.998374	0.995604	0
"1438"	"ID1438"	3.313204	0.220998	0
"1439"	"ID1439"	1.226414	0.808116	0
"1440"	"ID1440"	0.24797	0.004387	0
"1441"	"ID1441"	1.638775	0.001265	0
"1442"	"ID1442"	10.677272	8.2e-05	0
"1443"	"ID1443"	1.488609	0.024852	0
"1444"	"ID1444"	1.364285	0.116341	0
"1445"	"ID1445"	2.206555	7e-06	0
"1446"	"ID1446"	2.306853	0.387011	0
"1447"	"ID1447"	1.838796	0.002454	0
"1448"	"ID1448"	2.420604	0.002773	0
"1449"	"ID1449"	2.06272	0.00097	0
"1450"	"ID1450"	11.204849	0.001004	0
"1451"	"ID1451"	0.926692	0.0085	0
"1452"	"ID1452"	7.269387	0.001108	0
"1453"	"ID1453"	0.731688	0.656206	0
"1454"	"ID1454"	1.143734	0.31808	0
"1455"	"ID1455"	1.827991	0.023377	0
"1456"	"ID1456"	0.757942	0.490639	0
"1457"	"ID1457"	4.077591	0.003689	0
"1458"	"ID1458"	0.728477	0.718303	0
"1459"	"ID1459"	0.139406	0.161912	0
"1460"	"ID1460"	0.421078	0.024533	0
"1461"	"ID1461"	0.780389	0.094814	0
"1462"	"ID1462"	0.701676	0.000107	0
"1463"	"ID1463"	1.980568	0.000677	0
"1464"	"ID1464"	1.77358	0.000239	0
"1465"	"ID1465"	4.178578	7.9e-05	0
"1466"	"ID1466"	0.714303	0.268463	0
"1467"	"ID1467"	1.877043	0.052161	0
"1468"	"ID1468"	1.687406	0.350022	0
"1469"	"ID1469"	1.39891	3.8e-05	0
"1470"	"ID1470"	1.138316	0.000683	0
"1471"	"ID1471"	1.411438	0.018488	0
"1472"	"ID1472"	1.728523	0.006353	0
"1473"	"ID1473"	11.91251	0.000133	0
"1474"	"ID1474"	0.566896	0.003901	0
"1475"	"ID1475"	28.263153	0.111692	0
"1476"	"ID1476"	0.331231	0.061235	0
"1477"	"ID1477"	0.778514	0.562124	0
"1478"	"ID1478"	0.660824	0.000658	0
"1479"	"ID1479"	1.577252	0.039073	0
"1480"	"ID1480"	2.087406	0.103378	0
"1481"	"ID1481"	1.442826	0.603746	0
"1482"	"ID1482"	0.683937	0.001397	0
"1483"	"ID1483"	0.808305	0.090522	0
"1484"	"ID1484"	0.465588	0.14264	0
"1485"	"ID1485"	1.23993	0.006432	0
"1486"	"ID1486"	2.087098	0.002488	0
"1487"	"ID1487"	0.764308	0.535661	0
"1488"	"ID1488"	0.361919	0.221804	0
"1489"	"ID1489"	4.981079	0.011053	0
"1490"	"ID1490"	1.682894	0.493747	0
"1491"	"ID1491"	0.42544	0.003247	0
"1492"	"ID1492"	0.763428	0.476372	0
"1493"	"ID1493"	2.296469	0.001166	0
"1494"	"ID1494"	0.310301	0.006349	0
"1495"	"ID1495"	0.595276	0.428686	0
"1496"	"ID1496"	0.440432	0.003155	0
"1497"	"ID1497"	4.156457	0.087041	0
"1498"	"ID1498"	2.806237	0.009554	0
"1499"	"ID1499"	0.501406	0.003698	0
"1500"	"ID1500"	6.315818	0.000588	0
"1501"	"ID1501"	0.899403	0.771664	0
"1502"	"ID1502"	0.934371	0.89717	0
"1503"	"ID1503"	2.654962	0.035591	0
"1504"	"ID1504"	1.699853	0.39326	0
"1505"	"ID1505"	4.046456	0.002274	0
"1506"	"ID1506"	0.839787	0.618382	0
"1507"	"ID1507"	3.522515	0.034955	0
"1508"	"ID1508"	6.725186	0.240323	0
"1509"	"ID1509"	0.882637	0.846296	0
"1510"	"ID1510"	1.034951	0.947694	0
"1511"	"ID1511"	1.354566	0.321781	0
"1512"	"ID1512"	1.877129	0.017662	0
"1513"	"ID1513"	0.589639	0.600369	0
"1514"	"ID1514"	1.523652	0.027113	0
"1515"	"ID1515"	0.905737	0.791812	0
"1516"	"ID1516"	0.732165	0.200672	0
"1517"	"ID1517"	0.896171	0.869963	0
"1518"	"ID1518"	1.549306	0.000946	0
"1519"	"ID1519"	2.296177	0.013815	0
"1520"	"ID1520"	0.357533	0.01769	0
"1521"	"ID1521"	0.507117	0.223783	0
"1522"	"ID1522"	1.389294	0.576965	0
"1523"	"ID1523"	0.600969	0.003555	0
"1524"	"ID1524"	0.561105	0.38127	0
"1525"	"ID1525"	0.874845	0.743362	0
"1526"	"ID1526"	2.210235	0.154152	0
"1527"	"ID1527"	1.614162	0.570656	0
"1528"	"ID1528"	1.902812	0.192916	0
"1529"	"ID1529"	1.429624	0.009932	0
"1530"	"ID1530"	6.247498	0.065583	0
"1531"	"ID1531"	0.580465	0.092637	0
"1532"	"ID1532"	0.506123	0.433724	0
"1533"	"ID1533"	2.344454	0.001839	0
"1534"	"ID1534"	1.615782	0.000541	0
"1535"	"ID1535"	0.719618	0.589462	0
"1536"	"ID1536"	0.74908	0.420033	0
"1537"	"ID1537"	0.610824	0.159291	0
"1538"	"ID1538"	0.777606	0.070758	0
"1539"	"ID1539"	0.555926	0.036044	0
"1540"	"ID1540"	0.144541	0.082677	0
"1541"	"ID1541"	1.140595	0.155825	0
"1542"	"ID1542"	1.615858	0.005167	0
"1543"	"ID1543"	1.995916	0.240579	0
"1544"	"ID1544"	2.803222	0.002738	0
"1545"	"ID1545"	0.425651	4e-06	0
"1546"	"ID1546"	1.327937	0.594697	0
"1547"	"ID1547"	0.725312	0.72664	0
"1548"	"ID1548"	2.219286	0.001498	0
"1549"	"ID1549"	1.371811	0.27254	0
"1550"	"ID1550"	0.867824	0.068562	0
"1551"	"ID1551"	1.158335	0.755876	0
"1552"	"ID1552"	1.963476	0.130237	0
"1553"	"ID1553"	1.395376	0.151476	0
"1554"	"ID1554"	8.358661	0.004107	0
"1555"	"ID1555"	1.572287	0.000188	0
"1556"	"ID1556"	1.258928	0.610435	0
"1557"	"ID1557"	0.975252	0.974857	0
"1558"	"ID1558"	0.807662	0.675653	0
"1559"	"ID1559"	3.060978	0.102297	0
"1560"	"ID1560"	0.387831	0.003251	0
"1561"	"ID1561"	1.04163	0.46683	0
"1562"	"ID1562"	1.308807	0.003602	0
"1563"	"ID1563"	0.570386	0.004452	0
"1564"	"ID1564"	2.078392	4.1e-05	0
"1565"	"ID1565"	1.335969	0.265997	0
"1566"	"ID1566"	15.5384	0.000117	0
"1567"	"ID1567"	1.141905	0.705776	0
"1568"	"ID1568"	0.860675	0.584244	0
"1569"	"ID1569"	1.937862	0.111871	0
"1570"	"ID1570"	1.233476	0.002742	0
"1571"	"ID1571"	0.977772	0.729398	0
"1572"	"ID1572"	1.006557	0.868641	0
"1573"	"ID1573"	1.260628	0.041861	0
"1574"	"ID1574"	0.029415	0.03197	0
"1575"	"ID1575"	2.489204	0.000707	0
"1576"	"ID1576"	1.470282	0.519229	0
"1577"	"ID1577"	3.135397	0.029658	0
"1578"	"ID1578"	1.708571	0.173097	0
"1579"	"ID1579"	3.966053	0.018591	0
"1580"	"ID1580"	0.086229	0.004023	0
"1581"	"ID1581"	5.556642	0.001981	0
"1582"	"ID1582"	1.11315	0.915205	0
"1583"	"ID1583"	1.921785	0.007998	0
"1584"	"ID1584"	1.461195	0.184723	0
"1585"	"ID1585"	0.026477	4.1e-05	0
"1586"	"ID1586"	0.030605	0.375401	0
"1587"	"ID1587"	1.726862	0.084058	0
"1588"	"ID1588"	0.696107	0.610336	0
"1589"	"ID1589"	0.83053	0.268334	0
"1590"	"ID1590"	0.574527	0.07724	0
"1591"	"ID1591"	1.029715	0.956709	0
"1592"	"ID1592"	1.264175	0.086671	0
"1593"	"ID1593"	10.412225	4.2e-05	0
"1594"	"ID1594"	0.515066	0.129123	0
"1595"	"ID1595"	1.264656	0.36971	0
"1596"	"ID1596"	0.993832	0.968073	0
"1597"	"ID1597"	0.808606	0.59733	0
"1598"	"ID1598"	4.565748	0.000229	0
"1599"	"ID1599"	0.474783	0.06704	0
"1600"	"ID1600"	0.281628	0.006263	0
"1601"	"ID1601"	3.276209	0.279865	0
"1602"	"ID1602"	5632.798651	0.000953	0
"1603"	"ID1603"	0.920496	0.232936	0
"1604"	"ID1604"	1.067209	0.709358	0
"1605"	"ID1605"	1.486386	0.434553	0
"1606"	"ID1606"	1.181948	0.212258	0
"1607"	"ID1607"	0.701362	0.542401	0
"1608"	"ID1608"	1.66709	0.392152	0
"1609"	"ID1609"	5.104915	0.060898	0
"1610"	"ID1610"	1.542352	0.376845	0
"1611"	"ID1611"	2.675925	0.017116	0
"1612"	"ID1612"	0.939794	0.393047	0
"1613"	"ID1613"	0.643489	0.659203	0
"1614"	"ID1614"	1.914684	0.001344	0
"1615"	"ID1615"	1.396518	0.009399	0
"1616"	"ID1616"	0.750956	0.010431	0
"1617"	"ID1617"	1.109168	0.239564	0
"1618"	"ID1618"	1.458061	0.027885	0
"1619"	"ID1619"	1.054369	0.39733	0
"1620"	"ID1620"	0.36484	0.333316	0
"1621"	"ID1621"	8.080857	0.001337	0
"1622"	"ID1622"	0.429627	0.004248	0
"1623"	"ID1623"	1.320964	0.355485	0
"1624"	"ID1624"	2.006044	5.3e-05	0
"1625"	"ID1625"	1.225795	0.03821	0
"1626"	"ID1626"	1.277526	0.021036	0
"1627"	"ID1627"	1.245651	0.002468	0
"1628"	"ID1628"	3.072765	0.000411	0
"1629"	"ID1629"	1.58826	0.13305	0
"1630"	"ID1630"	0.766445	0.013024	0
"1631"	"ID1631"	1.023448	0.870519	0
"1632"	"ID1632"	1.36458	0.278815	0
"1633"	"ID1633"	2.297286	0.01135	0
"1634"	"ID1634"	1.727736	0.007827	0
"1635"	"ID1635"	0.89702	0.487422	0
"1636"	"ID1636"	3.43321	0.000691	0
"1637"	"ID1637"	1.211561	0.005683	0
"1638"	"ID1638"	1.054779	0.759793	0
"1639"	"ID1639"	1.745765	0.001554	0
"1640"	"ID1640"	1.371422	0.044818	0
"1641"	"ID1641"	48.692815	3.4e-05	0
"1642"	"ID1642"	0.953825	0.697559	0
"1643"	"ID1643"	0.972374	0.839775	0
"1644"	"ID1644"	2.157611	0.000924	0
"1645"	"ID1645"	1.735042	0.001836	0
"1646"	"ID1646"	1.052489	0.838639	0
"1647"	"ID1647"	0.920814	0.218753	0
"1648"	"ID1648"	2.082496	0.451366	0
"1649"	"ID1649"	0.852136	0.022307	0
"1650"	"ID1650"	1.657499	0.240389	0
"1651"	"ID1651"	1.60092	0.011239	0
"1652"	"ID1652"	1.189271	0.006127	0
"1653"	"ID1653"	1.136875	0.562237	0
"1654"	"ID1654"	0.78473	0.290504	0
"1655"	"ID1655"	0.671502	0.531094	0
"1656"	"ID1656"	1.243535	0.170082	0
"1657"	"ID1657"	1.332256	0.818758	0
"1658"	"ID1658"	0.959878	0.636282	0
"1659"	"ID1659"	0.466433	0.001365	0
"1660"	"ID1660"	21.745845	0.011971	0
"1661"	"ID1661"	1.359262	0.059124	0
"1662"	"ID1662"	1.656951	0.000963	0
"1663"	"ID1663"	4.612981	0.148865	0
"1664"	"ID1664"	0.754187	0.00218	0
"1665"	"ID1665"	0.816007	0.106316	0
"1666"	"ID1666"	9.292954	0.132397	0
"1667"	"ID1667"	0.550995	0.014051	0
"1668"	"ID1668"	1.56285	0.00877	0
"1669"	"ID1669"	0.828517	0.037685	0
"1670"	"ID1670"	1.053861	0.878885	0
"1671"	"ID1671"	2.017011	0.00553	0
"1672"	"ID1672"	1.804332	0.348026	0
"1673"	"ID1673"	73.288808	0.004088	0
"1674"	"ID1674"	1.122173	0.872345	0
"1675"	"ID1675"	1.776806	0.014172	0
"1676"	"ID1676"	1.188348	0.40956	0
"1677"	"ID1677"	1.626475	0.001681	0
"1678"	"ID1678"	1.632751	0.006263	0
"1679"	"ID1679"	2.09091	0.005349	0
"1680"	"ID1680"	2.146329	0.023908	0
"1681"	"ID1681"	1.160644	0.02944	0
"1682"	"ID1682"	0.951778	0.359469	0
"1683"	"ID1683"	2.534096	0.102627	0
"1684"	"ID1684"	2.907359	0.000156	0
"1685"	"ID1685"	1.595548	0.033937	0
"1686"	"ID1686"	1.202847	0.017332	0
"1687"	"ID1687"	1.054454	0.701426	0
"1688"	"ID1688"	1.086328	0.12809	0
"1689"	"ID1689"	2.476921	0.250554	0
"1690"	"ID1690"	2.57133	0.101154	0
"1691"	"ID1691"	1.653046	0.000334	0
"1692"	"ID1692"	1.103667	0.539485	0
"1693"	"ID1693"	0.919785	0.627429	0
"1694"	"ID1694"	0.993071	0.945603	0
"1695"	"ID1695"	1.198673	0.358585	0
"1696"	"ID1696"	1.09955	0.021782	0
"1697"	"ID1697"	1.248606	0.012787	0
"1698"	"ID1698"	0.450743	0.241395	0
"1699"	"ID1699"	5.696672	0.413638	0
"1700"	"ID1700"	4.17363	0.090315	0
"1701"	"ID1701"	6.12668	0.170212	0
"1702"	"ID1702"	16.420011	0.108549	0
"1703"	"ID1703"	7.976973	0.000264	0
"1704"	"ID1704"	3.322122	1e-06	0
"1705"	"ID1705"	2.609684	0.00078	0
"1706"	"ID1706"	0.713132	0.216859	0
"1707"	"ID1707"	1.267027	0.005115	0
"1708"	"ID1708"	2.473671	0.111076	0
"1709"	"ID1709"	1.172641	0.47554	0
"1710"	"ID1710"	0.922816	0.793622	0
"1711"	"ID1711"	1.314354	0.003521	0
"1712"	"ID1712"	3.09692	0.000489	0
"1713"	"ID1713"	1.410339	0.005658	0
"1714"	"ID1714"	1.397414	0.156856	0
"1715"	"ID1715"	1.330138	0.012339	0
"1716"	"ID1716"	1.561672	0.034026	0
"1717"	"ID1717"	1.454517	0.010572	0
"1718"	"ID1718"	1.552358	0.000681	0
"1719"	"ID1719"	1.625916	0.001277	0
"1720"	"ID1720"	2.027464	0.010637	0
"1721"	"ID1721"	1.626703	0.087847	0
"1722"	"ID1722"	1.216888	0.028703	0
"1723"	"ID1723"	2.468087	0.072374	0
"1724"	"ID1724"	1.256084	0.000852	0
"1725"	"ID1725"	1.275335	0.05344	0
"1726"	"ID1726"	1.5422	0.001368	0
"1727"	"ID1727"	0.360243	0.080223	0
"1728"	"ID1728"	66.576456	0.004401	0
"1729"	"ID1729"	1.503761	0.007341	0
"1730"	"ID1730"	1.065237	0.20913	0
"1731"	"ID1731"	0.85736	0.91625	0
"1732"	"ID1732"	1.134494	0.158461	0
"1733"	"ID1733"	0.986046	0.752264	0
"1734"	"ID1734"	1.165234	0.140287	0
"1735"	"ID1735"	1.040706	0.776724	0
"1736"	"ID1736"	0.953152	0.389654	0
"1737"	"ID1737"	1.448439	8e-05	0
"1738"	"ID1738"	0.800725	0.21796	0
"1739"	"ID1739"	1.351167	0.00102	0
"1740"	"ID1740"	6.13688	0.001661	0
"1741"	"ID1741"	1.724624	0.485352	0
"1742"	"ID1742"	1.089848	0.271082	0
"1743"	"ID1743"	0.994244	0.880485	0
"1744"	"ID1744"	0.729863	0.005525	0
"1745"	"ID1745"	1.406207	0.133568	0
"1746"	"ID1746"	18.609506	0.339685	0
"1747"	"ID1747"	1.188304	0.051646	0
"1748"	"ID1748"	0.094707	0.00017	0
"1749"	"ID1749"	1.569173	0.000291	0
"1750"	"ID1750"	0.389045	0.439293	0
"1751"	"ID1751"	1.713043	0.001566	0
"1752"	"ID1752"	2.290487	0.002562	0
"1753"	"ID1753"	1.452618	0.007023	0
"1754"	"ID1754"	1.009425	0.956376	0
"1755"	"ID1755"	1.060122	0.487059	0
"1756"	"ID1756"	1.224583	0.015889	0
"1757"	"ID1757"	1.572443	0.276023	0
"1758"	"ID1758"	1.402955	7.5e-05	0
"1759"	"ID1759"	5.857221	0.353513	0
"1760"	"ID1760"	0.793767	0.044351	0
"1761"	"ID1761"	1.204152	0.259516	0
"1762"	"ID1762"	0.679534	0.269536	0
"1763"	"ID1763"	1.404321	0.000467	0
"1764"	"ID1764"	3.820513	0.005494	0
"1765"	"ID1765"	1.78769	0.001283	0
"1766"	"ID1766"	1.503799	0.01423	0
"1767"	"ID1767"	2.600752	0.036641	0
"1768"	"ID1768"	1.422134	0.001118	0
"1769"	"ID1769"	1.376724	0.004576	0
"1770"	"ID1770"	1.432248	0.542643	0
"1771"	"ID1771"	1.027917	0.870326	0
"1772"	"ID1772"	0.917723	0.540815	0
"1773"	"ID1773"	1.443647	0.161665	0
"1774"	"ID1774"	2.991975	0.014348	0
"1775"	"ID1775"	28.623375	0.007034	0
"1776"	"ID1776"	1.136564	0.838634	0
"1777"	"ID1777"	28.285867	0.00037	0
"1778"	"ID1778"	14.377451	0.004393	0
"1779"	"ID1779"	0.30714	0.063103	0
"1780"	"ID1780"	0.867825	0.127394	0
"1781"	"ID1781"	1.133224	0.863271	0
"1782"	"ID1782"	1.107947	0.842798	0
"1783"	"ID1783"	2.982247	0.003517	0
"1784"	"ID1784"	0.338532	7.5e-05	0
"1785"	"ID1785"	1.324128	0.702897	0
"1786"	"ID1786"	2.268258	1.7e-05	0
"1787"	"ID1787"	0.452703	0.211696	0
"1788"	"ID1788"	1.587587	0.267921	0
"1789"	"ID1789"	2.496663	0.158349	0
"1790"	"ID1790"	2.451492	0.013472	0
"1791"	"ID1791"	0.643875	0.51404	0
"1792"	"ID1792"	0.103875	0.000274	0
"1793"	"ID1793"	2.004267	0.360626	0
"1794"	"ID1794"	1.108417	0.700149	0
"1795"	"ID1795"	1.319311	0.000636	0
"1796"	"ID1796"	3.557315	0.029261	0
"1797"	"ID1797"	1.067153	0.888405	0
"1798"	"ID1798"	0.304191	0.002651	0
"1799"	"ID1799"	0.074437	0.102435	0
"1800"	"ID1800"	0.092978	0.003064	0
"1801"	"ID1801"	0.523653	0.465511	0
"1802"	"ID1802"	0.35118	0.053072	0
"1803"	"ID1803"	0.477371	0.080542	0
"1804"	"ID1804"	1.156815	0.89403	0
"1805"	"ID1805"	1.898419	0.152104	0
"1806"	"ID1806"	0.185617	0.15616	0
"1807"	"ID1807"	0.25856	0.035372	0
"1808"	"ID1808"	0.213201	0.037476	0
"1809"	"ID1809"	0.375613	0.006144	0
"1810"	"ID1810"	1.798375	0.000364	0
"1811"	"ID1811"	1.88755	0.35097	0
"1812"	"ID1812"	1.389624	0.00261	0
"1813"	"ID1813"	0.130512	0.364944	0
"1814"	"ID1814"	1.52746	0.161074	0
"1815"	"ID1815"	0.36316	0.029115	0
"1816"	"ID1816"	16.378918	0.124911	0
"1817"	"ID1817"	1.971785	0.083961	0
"1818"	"ID1818"	1.215054	0.287418	0
"1819"	"ID1819"	0.131773	0.111834	0
"1820"	"ID1820"	2.446339	0.004911	0
